관리코드,구,동,착공일,준공일,공사상태,지오코딩주소,도로,포장,공사유형,기본_위험도_레벨,기본_위험도_카테고리,현재_위험도_레벨,현재_위험도_카테고리,도로등급,영향반경_미터,안내_우선순위,안내_활성화_여부,안내_메시지,위도,경도,좌표상태
일반-220406-25,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   삼성로96길 19 앞 보도 ~ 삼성동   삼성로96길 19 앞 보도,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5042,127.0359,구중심(강남구)
일반-220406-25,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   삼성로96길 23 앞 보도 ~ 삼성동   삼성로96길 23 앞 보도,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4889,127.0295,구중심(강남구)
일반-220406-25,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   테헤란로81길 26 앞 보도 ~ 삼성동   테헤란로81길 26 앞 보도,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5073,127.0255,구중심(강남구)
일반-220406-25,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   삼성로96길 12 앞 보도 ~ 삼성동   삼성로96길 12 앞 보도,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4968,127.0313,구중심(강남구)
일반-220406-25,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   삼성로96길 14 앞 보도 ~ 삼성동   삼성로96길 14 앞 보도,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4896,127.0318,구중심(강남구)
일반-220406-25,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   테헤란로83길 21 앞 보도 ~ 삼성동   테헤란로83길 21 앞 보도,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4924,127.0282,구중심(강남구)
일반-220406-25,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   삼성로96길 20 앞 보도 ~ 삼성동   삼성로96길 20 앞 보도,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5062,127.018,구중심(강남구)
일반-220406-25,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   삼성로96길 20 앞 보도 ~ 삼성동   삼성로96길 20 앞 보도,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4886,127.0279,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   봉은사로 458 옆 도로 ~ 삼성동   삼성로95길 29 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5046,127.0369,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   선릉로 530 옆 도로 ~ 삼성동   삼성로95길 10 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5054,127.0182,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   선릉로100길 24 옆 도로 ~ 삼성동   선릉로 96길 5-4 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4997,127.0201,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   선릉로 100길 34 옆 도로 ~ 삼성동   선릉로 100길 30 뒷 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5045,127.0274,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   선릉로100길 54 앞 도로 ~ 삼성동   선릉로92길 37-5 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4881,127.025,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   테헤란로69길 13 앞 도로 ~ 삼성동   테헤란로69길 9 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5059,127.0295,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   테헤란로77길 26 앞 도로 ~ 삼성동   테헤란로 77길 13 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4932,127.0189,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   테헤란로79길 25 앞 도로 ~ 삼성동   테헤란로79길 11-1 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4915,127.0214,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   봉은사로68길 61 앞 도로 ~ 삼성동   삼성로99길 22 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5059,127.0228,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   삼성로 520 옆 도로 ~ 삼성동   테헤란로87길 25 옆 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4939,127.0294,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   테헤란로83길 29 앞 도로 ~ 삼성동   테헤란로83길 19 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4993,127.0274,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   삼성로96길 15 앞 도로 ~ 삼성동   테헤란로83길 19 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4882,127.0366,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   봉은사로68길 57 옆 도로 ~ 삼성동   봉은사로68길 55-3 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4984,127.0179,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   봉은사로68길 49 옆 도로 ~ 삼성동   봉은사로68길 49-3 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5041,127.037,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   봉은사로68길 41 옆 도로 ~ 삼성동   삼성로 549 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4889,127.0321,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   삼성로103길 19 앞 도로 ~ 삼성동   삼성로103길 17-6 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5033,127.0212,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   삼성로103길 11 앞 도로 ~ 삼성동   삼성로103길 11-7 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4939,127.0305,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   봉은사로78길 34 앞길 ~ 삼성동   테헤란로79길 51 앞길,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5038,127.0331,구중심(강남구)
일반-220406-27,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   삼성로 518 앞 보도 ~ 삼성동   삼성로 518 앞 보도,특별시도,보도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4927,127.0285,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   봉은사로68길 23 옆 도로 ~ 삼성동   삼성로107길 34 옆 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4945,127.0365,구중심(강남구)
일반-220406-27,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   테헤란로87길 29 앞 보도 ~ 삼성동   테헤란로87길 29 앞 보도,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4898,127.0336,구중심(강남구)
일반-220406-27,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   테헤란로87길 21 앞 보도 ~ 삼성동   테헤란로87길 21 앞 보도,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5077,127.0259,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   봉은사로68길 9 앞 도로 ~ 삼성동   봉은사로 442-9 옆 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4984,127.0306,구중심(강남구)
일반-220406-20,강남구,삼성동,2022-04-29,2022-10-31,완료,서울시 강남구 삼성동   봉은사로68길 5 앞 도로 ~ 삼성동   봉은사로68길 6-10 앞 도로,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4975,127.022,구중심(강남구)
일반-220314-48,강남구,삼성동,2022-04-22,2022-10-31,완료,서울시 강남구 삼성동   135-4 ~ 삼성동   154-12,기타,보도,전력/전기,3,보통,0.6,잔여위험,기타,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5071,127.0494,API성공
일반-220314-48,강남구,삼성동,2022-04-22,2022-10-31,완료,서울시 강남구 삼성동   135-4 ~ 삼성동   154-12,특별시도,차도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5071,127.0494,API성공
일반-220314-48,강남구,삼성동,2022-04-22,2022-10-31,완료,서울시 강남구 삼성동   135-4 ~ 삼성동   154-12,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강남구 삼성동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5071,127.0494,API성공
일반-210604-51,종로구,궁정동,2022-04-20,2022-11-30,완료,서울시 종로구 궁정동   12-1 ~ 청운동   6-11,구도,보도,도로,2,낮음,0.4,잔여위험,소로,20,3,False,✅ 종로구 궁정동 지역 도로 공사가 완료되었습니다.,37.5841,126.9705,API성공
일반-210604-51,종로구,신교동,2022-04-20,2022-11-30,완료,서울시 종로구 신교동   66 ~ 청운동   7-29,구도,보도,도로,2,낮음,0.4,잔여위험,소로,20,3,False,✅ 종로구 신교동 지역 도로 공사가 완료되었습니다.,37.584,126.9698,API성공
일반-210604-51,종로구,궁정동,2022-04-20,2022-11-30,완료,서울시 종로구 궁정동   13-7 ~ 적선동   107-1,구도,보도,도로,2,낮음,0.4,잔여위험,소로,20,3,False,✅ 종로구 궁정동 지역 도로 공사가 완료되었습니다.,37.5836,126.9706,API성공
일반-211019-60,종로구,통의동,2022-04-20,2022-11-30,완료,서울시 종로구 통의동   49-1 ~ 통의동   49-1,특별시도,보도,기타,3,보통,0.6,잔여위험,대로,50,3,True,✅ 종로구 통의동 지역 기타 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5766,126.9726,API성공
일반-210428-27,용산구,후암동,2022-04-20,2022-06-21,완료,서울시 용산구 후암동   443-8 ~ 후암동   443-8,구도,차도,상하수도,4,높음,0.8,잔여위험,소로,100,3,True,✅ 용산구 후암동 지역 상하수도 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5538,126.9774,API성공
일반-210930-29,강동구,천호동,2022-04-07,2022-07-30,완료,서울시 강동구 천호동   293-11 ~ 천호동   293-11,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5464,127.1339,API성공
일반-210930-29,강동구,천호동,2022-04-07,2022-07-30,완료,서울시 강동구 천호동   293-14 ~ 천호동   293-14,특별시도,보도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5467,127.1341,API성공
일반-210930-29,강동구,천호동,2022-04-07,2022-07-30,완료,서울시 강동구 천호동   238-1 ~ 천호동   238-1,특별시도,보도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5463,127.1343,API성공
일반-220224-11,관악구,신림동,2022-04-06,2023-11-28,완료,서울시 관악구 신림동   신림역8번출입구 인근((남부순환로 1614일원,특별시도,차도/보도,기타,3,보통,0.6,잔여위험,대로,50,3,True,✅ 관악구 신림동 지역 기타 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.4736,126.9461,구중심(관악구)
일반-210930-34,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   237-66 ~ 천호동   217-61,특별시도,보도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5461,127.1341,API성공
일반-210930-34,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   294-20 ~ 천호동   297-10,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5461,127.1336,API성공
일반-210929-03,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   234-6 ~ 천호동   224-37,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5466,127.1349,API성공
일반-210929-03,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   234-6 ~ 천호동   224-4,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5466,127.1349,API성공
일반-210929-31,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   412-2 ~ 천호동   234-6,특별시도,차도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.54,127.1276,API성공
일반-210930-37,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   217-71 ~ 천호동   217-71,특별시도,보도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.524,127.1329,구중심(강동구)
일반-210929-31,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   355 ~ 천호동   293-16,특별시도,차도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5415,127.1248,API성공
일반-210930-44,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   393-1 ~ 천호동   529-7,특별시도,보도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5428,127.1318,API성공
일반-210930-44,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   529-7 ~ 천호동   529-7,특별시도,보도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5413,127.1304,API성공
일반-210930-45,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   530-1 ~ 천호동   550-4,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.541,127.1302,API성공
일반-210929-03,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   293-13 ~ 천호동   293-14,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5466,127.1341,API성공
일반-210929-03,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   293-10 ~ 천호동   293-9,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5463,127.1338,API성공
일반-210929-06,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   280-6 ~ 천호동   278-20,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5432,127.1319,API성공
일반-210929-03,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   224-4 ~ 천호동   224-4,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5466,127.1354,API성공
일반-210930-02,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   550-5 ~ 천호동   550-9,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5404,127.1281,API성공
일반-210930-02,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   548 ~ 천호동   543-4,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5409,127.1299,API성공
일반-210929-06,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   397-70 ~ 천호동   397-419,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.542,127.1311,API성공
일반-210929-01,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   237-38 ~ 천호동   237-27,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5457,127.1337,API성공
일반-210929-01,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   297-2 ~ 천호동   297,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5451,127.1329,API성공
일반-210929-01,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   296-16 ~ 천호동   297-10,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5447,127.1319,API성공
일반-210929-01,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   298 ~ 천호동   298-4,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5444,127.1317,API성공
일반-210929-01,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   217-132 ~ 천호동   217-69,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5447,127.1344,API성공
일반-210929-06,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   282-8 ~ 천호동   280-15,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5434,127.1314,API성공
일반-210929-06,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   275-5 ~ 천호동   275-1,구도,차도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5436,127.1322,API성공
일반-210930-44,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   401-5 ~ 천호동   397-14,특별시도,보도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5416,127.1299,API성공
일반-210930-44,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   393-13 ~ 천호동   397-27,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.543,127.1314,API성공
일반-210930-37,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   279-6 ~ 천호동   394-1,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5434,127.1321,API성공
일반-210930-37,강동구,천호동,2022-04-06,2022-07-31,완료,서울시 강동구 천호동   298-4 ~ 천호동   383-3,구도,보도,전력/전기,3,보통,0.6,잔여위험,소로,50,3,True,✅ 강동구 천호동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5443,127.1323,API성공
일반-210601-62,강남구,논현동,2022-04-04,2022-11-30,완료,서울시 강남구 논현동   279-37 ~ 논현동   279-37,특별시도,보도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강남구 논현동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5169,127.0293,API성공
일반-210601-62,강남구,논현동,2022-04-04,2022-11-30,완료,서울시 강남구 논현동   279-37 ~ 논현동   279-37,특별시도,차도,전력/전기,3,보통,0.6,잔여위험,대로,50,3,True,✅ 강남구 논현동 지역 전력/전기 공사가 완료되었습니다. 복구 상태를 확인하세요.,37.5169,127.0293,API성공
