관리코드,구,동,착공일,준공일,공사상태,지오코딩주소,도로,포장,공사유형,기본_위험도_레벨,기본_위험도_카테고리,현재_위험도_레벨,현재_위험도_카테고리,도로등급,영향반경_미터,안내_우선순위,안내_활성화_여부,안내_메시지,위도,경도,좌표상태
일반-211103-16,서초구,서초동,,,불명,서울시 서초구 서초동   1754 ~ 서초동   1754,특별시도,차도,전력/전기,3,보통,1.5,낮음,대로,50,6,True,❓ 서초구 서초동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.493,127.0271,API성공
일반-211027-27,서초구,서초동,,,불명,서울시 서초구 서초동   1754 ~ 서초동   1754,구도,보도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 서초구 서초동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.493,127.0271,API성공
일반-220107-23,성북구,안암동5가,,,불명,서울시 성북구 안암동5가   102-97 ~ 안암동5가   102-97,구도,차도,통신,2,낮음,1.0,낮음,소로,30,6,True,❓ 성북구 안암동5가 지역에 통신 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5845,127.0288,API성공
일반-220107-23,성북구,안암동5가,,,불명,서울시 성북구 안암동5가   102-21 ~ 안암동5가   102-21,구도,차도,통신,2,낮음,1.0,낮음,소로,30,6,True,❓ 성북구 안암동5가 지역에 통신 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5856,127.0288,API성공
일반-220107-23,성북구,안암동5가,,,불명,서울시 성북구 안암동5가   103-41 ~ 안암동5가   103-41,구도,차도,통신,2,낮음,1.0,낮음,소로,30,6,True,❓ 성북구 안암동5가 지역에 통신 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.585,127.0299,API성공
일반-220107-23,성북구,안암동5가,,,불명,서울시 성북구 안암동5가   104-71 ~ 안암동5가   104-71,특별시도,보도,통신,2,낮음,1.0,낮음,대로,30,6,True,❓ 성북구 안암동5가 지역에 통신 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5829,127.0292,API성공
일반-220107-23,성북구,안암동5가,,,불명,서울시 성북구 안암동5가   110-54 ~ 안암동5가   110-54,특별시도,보도,통신,2,낮음,1.0,낮음,대로,30,6,True,❓ 성북구 안암동5가 지역에 통신 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5812,127.0272,API성공
일반-220107-23,성북구,안암동5가,,,불명,서울시 성북구 안암동5가   134-29 ~ 안암동5가   134-29,특별시도,보도,통신,2,낮음,1.0,낮음,대로,30,6,True,❓ 성북구 안암동5가 지역에 통신 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5822,127.0288,API성공
일반-220228-43,서초구,서초동,,,불명,서울시 서초구 서초동   1425-11 ~ 서초동   1422-7,특별시도,차도,상하수도,4,높음,2.0,보통,대로,100,7,True,❓ 서초구 서초동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4829,127.0201,API성공
일반-230608-79,마포구,대흥동,,,불명,서울시 마포구 대흥동   161-2 ~ 대흥동   216-5,특별시도,차도/보도,기타,3,보통,1.5,낮음,대로,50,6,True,❓ 마포구 대흥동 지역에 기타 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5551,126.909,구중심(마포구)
일반-220330-95,관악구,신림동,,,불명,서울시 관악구 신림동   675-338(관악구 난향9길 67,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4599,126.9149,API성공
일반-220331-10,관악구,신림동,,,불명,서울시 관악구 신림동   631-22(난곡로34다길 15,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4713,126.9223,API성공
일반-220331-15,관악구,신림동,,,불명,서울시 관악구 신림동   629-54(난곡로30나길 13,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.471,126.9225,API성공
일반-220331-18,관악구,신림동,,,불명,서울시 관악구 신림동   612-17(법원단지길 73,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4741,126.9212,API성공
일반-220401-82,강남구,삼성동,,,불명,서울시 강남구 삼성동   160 ~ 삼성동   160,특별시도,차도,전력/전기,3,보통,1.5,낮음,대로,50,6,True,❓ 강남구 삼성동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5137,127.061,API성공
일반-220401-85,강남구,삼성동,,,불명,서울시 강남구 삼성동   160 ~ 삼성동   160,특별시도,보도,전력/전기,3,보통,1.5,낮음,대로,50,6,True,❓ 강남구 삼성동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5137,127.061,API성공
일반-220406-66,서초구,서초동,,,불명,서울시 서초구 서초동   1365-8 ~ 서초동   1365-8,구도,차도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 서초구 서초동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4845,127.0312,API성공
일반-220412-16,관악구,신림동,,,불명,서울시 관악구 신림동   1629-44 ~ 신림동   1629-44,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4785,126.9273,API성공
일반-220412-19,관악구,신림동,,,불명,서울시 관악구 신림동   1586-1 ~ 신림동   1586-1,특별시도,차도,상하수도,4,높음,2.0,보통,대로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4834,126.9256,API성공
일반-220412-23,관악구,신림동,,,불명,서울시 관악구 신림동   463-49 ~ 신림동   463-49,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4844,126.9229,API성공
일반-220412-26,관악구,신림동,,,불명,서울시 관악구 신림동   484-33 ~ 신림동   484-33,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4847,126.9209,API성공
일반-220412-59,관악구,신림동,,,불명,서울시 관악구 신림동   376-18 ~ 신림동   376-18,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4711,126.9296,API성공
일반-220412-67,관악구,신림동,,,불명,서울시 관악구 신림동   306-18 ~ 신림동   306-18,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4651,126.933,API성공
일반-220414-83,서초구,방배동,,,불명,서울시 서초구 방배동   474-1 ~ 방배동   474-22,구도,차도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 서초구 방배동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4773,126.9853,API성공
일반-220425-08,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 241-34 ~ 신림동   신림동 241-34,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4699,126.9407,API성공
일반-220425-09,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 1525-1 ~ 신림동   신림동 1525-1,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4707,126.934,API성공
일반-220425-11,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 1514-11 ~ 신림동   신림동 1514-11,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4708,126.9349,API성공
일반-220425-17,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 103-43 ~ 신림동   신림동 103-43,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4732,126.9401,API성공
일반-220425-21,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 103-172 ~ 신림동   신림동 103-172,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4713,126.942,API성공
일반-220425-25,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 408-22 ~ 신림동   신림동 408-22,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4759,126.9355,API성공
일반-220425-26,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 108-15 ~ 신림동   신림동 108-15,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4728,126.9362,API성공
일반-220425-41,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 1641-2 ~ 신림동   신림동 1641-2,기타,보도,상하수도,4,높음,2.0,보통,기타,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4838,126.9301,API성공
일반-220425-42,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 92-175 ~ 신림동   신림동 92-175,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4796,126.9347,API성공
일반-220425-44,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 10-457 ~ 신림동   신림동 10-457,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4831,126.9354,API성공
일반-220425-48,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 1431-22 ~ 신림동   신림동 1431-22,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4864,126.9286,API성공
일반-220425-49,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 1409-8 ~ 신림동   신림동 1409-8,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4856,126.9339,API성공
일반-220425-51,관악구,신림동,,,불명,서울시 관악구 신림동   신림동 1442-4 ~ 신림동   신림동 1442-4,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 관악구 신림동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4886,126.9268,API성공
일반-220513-21,강남구,논현동,,,불명,서울시 강남구 논현동   학동로17길 10 ~ 논현동   학동로19길 8,구도,차도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 강남구 논현동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5133,127.0264,API성공
일반-220513-21,강남구,논현동,,,불명,서울시 강남구 논현동   논현로131길 43 ~ 논현동   논현로131길 41-6,구도,차도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 강남구 논현동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5135,127.0269,API성공
일반-220513-21,강남구,논현동,,,불명,서울시 강남구 논현동   학동로19길 8 ~ 논현동   학동로19길 6,구도,차도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 강남구 논현동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5073,127.0317,구중심(강남구)
일반-220526-27,은평구,대조동,,,불명,서울시 은평구 대조동   연서로18길 150 ~ 대조동   연서로18길 28,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 은평구 대조동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6059,126.9248,구중심(은평구)
일반-220608-53,노원구,공릉동,,,불명,서울시 노원구 공릉동   89-2 ~ 공릉동   89-2,특별시도,보도,기타,3,보통,1.5,낮음,대로,50,6,True,❓ 노원구 공릉동 지역에 기타 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6205,127.0838,API성공
일반-220616-30,강남구,도곡동,,,불명,서울시 강남구 도곡동   946-11 ~ 도곡동   946-11,구도,차도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 강남구 도곡동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4886,127.0332,API성공
일반-220627-10,동작구,노량진동,,,불명,서울시 동작구 노량진동   320-1 ~ 노량진동   320-1,특별시도,차도,전력/전기,3,보통,1.5,낮음,대로,50,6,True,❓ 동작구 노량진동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5155,126.9365,API성공
일반-220627-10,동작구,노량진동,,,불명,서울시 동작구 노량진동   19-23 ~ 노량진동   19-23,특별시도,차도,전력/전기,3,보통,1.5,낮음,대로,50,6,True,❓ 동작구 노량진동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5147,126.9337,API성공
일반-220627-10,동작구,노량진동,,,불명,서울시 동작구 노량진동   13-4 ~ 노량진동   13-4,특별시도,차도,전력/전기,3,보통,1.5,낮음,대로,50,6,True,❓ 동작구 노량진동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5158,126.9407,API성공
일반-220729-79,서초구,서초동,,,불명,서울시 서초구 서초동   1492-13 ~ 서초동   1492-13,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 서초구 서초동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4842,127.0032,API성공
일반-220729-83,서초구,서초동,,,불명,서울시 서초구 서초동   1492-13 ~ 서초동   1492-13,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 서초구 서초동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4842,127.0032,API성공
일반-220809-39,종로구,원남동,,,불명,서울시 종로구 원남동   20 관로 ~ 원남동   20 관로,구도,보도,기타,3,보통,1.5,낮음,소로,50,6,True,❓ 종로구 원남동 지역에 기타 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5727,126.9725,구중심(종로구)
일반-220809-39,종로구,원남동,,,불명,서울시 종로구 원남동   20 전주 ~ 원남동   20 전주,구도,보도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 종로구 원남동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5744,126.9805,구중심(종로구)
일반-220822-22,영등포구,양평동2가,,,불명,서울시 영등포구 양평동2가   29-6 ~ 양평동2가   29-6,구도,보도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 영등포구 양평동2가 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5238,126.8852,API성공
일반-220902-05,구로구,구로동,,,불명,서울시 구로구 구로동   772번지 일원 남구로역 1번 출입구 인근 ~ 구로동   772번지 일원 남구로역 1번 출입구 인근,구도,차도,기타,3,보통,1.5,낮음,소로,50,6,True,❓ 구로구 구로동 지역에 기타 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4894,126.8948,구중심(구로구)
일반-220902-04,구로구,구로동,,,불명,서울시 구로구 구로동   772번지 일원 남구로역 1번 출입구 인근 ~ 구로동   772번지 일원 남구로역 1번 출입구 인근,구도,차도/보도,기타,3,보통,1.5,낮음,소로,50,6,True,❓ 구로구 구로동 지역에 기타 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4994,126.8967,구중심(구로구)
일반-220825-06,서초구,서초동,,,불명,서울시 서초구 서초동   1445-1 ~ 서초동   1445-1,구도,차도/보도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 서초구 서초동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4851,127.0181,API성공
일반-220908-33,도봉구,창동,,,불명,서울시 도봉구 창동   807-1 ~ 창동   1-12,구도,차도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6597,127.0497,API성공
일반-220908-33,도봉구,창동,,,불명,서울시 도봉구 창동   808-3 ~ 창동   808-3,구도,차도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6575,127.0497,API성공
일반-220908-33,도봉구,창동,,,불명,서울시 도봉구 창동   808-2 ~ 창동   808-2,구도,차도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6589,127.0484,API성공
일반-220908-33,도봉구,창동,,,불명,서울시 도봉구 창동   1번지 ~ 창동   1번지,구도,보도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.659,127.0505,API성공
일반-220908-33,도봉구,창동,,,불명,서울시 도봉구 창동   808-1 ~ 창동   808,구도,보도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.659,127.0495,API성공
일반-220908-33,도봉구,창동,,,불명,서울시 도봉구 창동   808 ~ 창동   808,구도,보도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6578,127.0483,API성공
일반-220908-33,도봉구,창동,,,불명,서울시 도봉구 창동   1-24 ~ 창동   1-24,구도,보도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6568,127.0508,API성공
일반-220908-33,도봉구,창동,,,불명,서울시 도봉구 창동   1-12 ~ 창동   1-12,구도,보도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6548,127.0479,API성공
일반-220908-33,도봉구,창동,,,불명,서울시 도봉구 창동   1-12 ~ 창동   1-12,구도,차도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6548,127.0479,API성공
일반-220908-33,도봉구,창동,,,불명,서울시 도봉구 창동   1-12 ~ 창동   1-12,기타,보도,전력/전기,3,보통,1.5,낮음,기타,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6548,127.0479,API성공
일반-220915-97,영등포구,양평동4가,,,불명,서울시 영등포구 양평동4가   20-4 ~ 양평동4가   20-4,구도,차도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 영등포구 양평동4가 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5358,126.8924,API성공
일반-220919-81,서초구,반포동,,,불명,서울시 서초구 반포동   1-19 ~ 반포동   1-19,구도,차도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 서초구 반포동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4909,127.0267,구중심(서초구)
일반-220923-18,영등포구,양평동3가,,,불명,서울시 영등포구 양평동3가   29-3 ~ 양평동3가   29-3,구도,보도,상하수도,4,높음,2.0,보통,소로,100,7,True,❓ 영등포구 양평동3가 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5259,126.8841,API성공
일반-220927-39,동작구,대방동,,,불명,서울시 동작구 대방동   338-6@ ~ 대방동   338-6@,특별시도,보도,전력/전기,3,보통,1.5,낮음,대로,50,6,True,❓ 동작구 대방동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.513,126.9294,API성공
일반-220928-22,서대문구,냉천동,,,불명,서울시 서대문구 냉천동   204-1 ~ 냉천동   237,특별시도,차도,기타,3,보통,1.5,낮음,대로,50,6,True,❓ 서대문구 냉천동 지역에 기타 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5682,126.9639,API성공
일반-221004-16,종로구,관철동,,,불명,서울시 종로구 관철동   24 ~ 관철동   24,구도,차도,기타,3,보통,1.5,낮음,소로,50,6,True,❓ 종로구 관철동 지역에 기타 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5692,126.9885,API성공
일반-221017-39,도봉구,창동,,,불명,서울시 도봉구 창동   807-1 ~ 창동   1-12,구도,차도/보도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6597,127.0497,API성공
일반-221017-39,도봉구,창동,,,불명,서울시 도봉구 창동   1-12 ~ 창동   1-12,구도,차도/보도,전력/전기,3,보통,1.5,낮음,소로,50,6,True,❓ 도봉구 창동 지역에 전력/전기 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6548,127.0479,API성공
일반-221116-06,종로구,수송동,,,불명,서울시 종로구 수송동   80-7 ~ 수송동   80-7,구도,차도/보도,기타,3,보통,1.5,낮음,소로,50,6,True,❓ 종로구 수송동 지역에 기타 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5738,126.9811,API성공
일반-230221-60,금천구,가산동,,,불명,서울시 금천구 가산동   60-66 ~ 가산동   60-15,구도,차도/보도,기타,3,보통,1.5,낮음,소로,50,6,True,❓ 금천구 가산동 지역에 기타 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.4804,126.8835,API성공
일반-230329-20,송파구,신천동,,,불명,서울시 송파구 신천동   올림픽로35길 93(잠실나루사거리,특별시도,차도,상하수도,4,높음,2.0,보통,대로,100,7,True,❓ 송파구 신천동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5177,127.1043,API성공
일반-230329-21,송파구,신천동,,,불명,서울시 송파구 신천동   송파대로 570 (잠실대교남단사거리,특별시도,차도,상하수도,4,높음,2.0,보통,대로,100,7,True,❓ 송파구 신천동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5157,127.0991,API성공
일반-230329-14,송파구,잠실동,,,불명,서울시 송파구 잠실동   송파대로 551-2(주공5단지 코너,특별시도,보도,상하수도,4,높음,2.0,보통,대로,100,7,True,❓ 송파구 잠실동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.517,127.1032,구중심(송파구)
일반-230329-14,송파구,잠실동,,,불명,"서울시 송파구 잠실동   31(횡단, 올림픽로 지하 196",특별시도,차도,상하수도,4,높음,2.0,보통,대로,100,7,True,❓ 송파구 잠실동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5165,127.0973,API성공
일반-230329-16,송파구,잠실동,,,불명,서울시 송파구 잠실동   31(잠실대교 남단사거리,특별시도,차도,상하수도,4,높음,2.0,보통,대로,100,7,True,❓ 송파구 잠실동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5165,127.0973,API성공
일반-230313-90,용산구,갈월동,,,불명,서울시 용산구 갈월동   96-1번지 ~ 갈월동   96-1번지,구도,차도,도로,2,낮음,1.0,낮음,소로,20,6,True,❓ 용산구 갈월동 지역에 도로 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5358,126.9918,구중심(용산구)
일반-230313-90,용산구,갈월동,,,불명,서울시 용산구 갈월동   96-1번지 ~ 갈월동   96-1번지,구도,차도,도로,2,낮음,1.0,낮음,소로,20,6,True,❓ 용산구 갈월동 지역에 도로 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5396,126.9897,구중심(용산구)
일반-230329-22,송파구,잠실동,,,불명,서울시 송파구 잠실동   31(잠실대교남단삼거리 횡단,특별시도,차도,상하수도,4,높음,2.0,보통,대로,100,7,True,❓ 송파구 잠실동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5165,127.0973,API성공
일반-230329-17,송파구,잠실동,,,불명,서울시 송파구 잠실동   31(잠실역 북측 횡단,특별시도,차도,상하수도,4,높음,2.0,보통,대로,100,7,True,❓ 송파구 잠실동 지역에 상하수도 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.5165,127.0973,API성공
인터넷-220602-02,성북구,길음동,,,불명,서울시 성북구 길음동   541-6 ~ 길음동   541-154,특별시도,보도,기타,3,보통,1.5,낮음,대로,50,6,True,❓ 성북구 길음동 지역에 기타 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6041,127.0246,API성공
인터넷-220602-02,성북구,길음동,,,불명,서울시 성북구 길음동   875-1 ~ 길음동   875-1,구도,차도,기타,3,보통,1.5,낮음,소로,50,6,True,❓ 성북구 길음동 지역에 기타 공사 관련 정보가 있습니다. 현장 상황을 확인하세요.,37.6072,127.0216,API성공
